Prepared 2024-01-16 21:28
Chromosome	Arm	Band	Abnormality	 
22	q	13	dic(19;22)(q13;q13)	 Muscle tumor, special type
20	p	12	dic(20;22)(p12;p11)	 T-prolymphocytic leukemia
22	p	11	dic(20;22)(p12;p11)	 T-prolymphocytic leukemia
20	q	11	dic(20;22)(q11;p11)	 Myelodysplastic syndrome, NOS
22	p	11	dic(20;22)(q11;p11)	 Myelodysplastic syndrome, NOS
20	q	12	dic(20;22)(q12;p11)	 Acute myeloid leukemia, NOS
22	p	11	dic(20;22)(q12;p11)	 Acute myeloid leukemia, NOS
21	p	11	dic(21;21)(p11;p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	p	11	dic(21;21)(p11;p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
21	p	11	dic(21;22)(p11;p11)	 Acute myeloid leukemia, NOS
22	p	11	dic(21;22)(p11;p11)	 Acute myeloid leukemia, NOS
21	p	11	dic(21;22)(p11;q13)	 Leiomyoma
22	q	13	dic(21;22)(p11;q13)	 Leiomyoma
1	p	32	dup(1)(p32p13)	 Mature B-cell neoplasm, NOS
1	p	13	dup(1)(p32p13)	 Mature B-cell neoplasm, NOS
1	p	36	dup(1)(p36p11)	 Astrocytoma, grade III-IV/Glioblastoma
1	p	11	dup(1)(p36p11)	 Astrocytoma, grade III-IV/Glioblastoma
1	p	36	dup(1)(p36p22)	 Bilineage or biphenotypic leukemia
1	p	22	dup(1)(p36p22)	 Bilineage or biphenotypic leukemia
1	p	36	dup(1)(p36p22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	22	dup(1)(p36p22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	p	36	dup(1)(p36p22)	 Follicular lymphoma
1	p	22	dup(1)(p36p22)	 Follicular lymphoma
1	p	36	dup(1)(p36p31)	 Acute myeloid leukemia, NOS
1	p	31	dup(1)(p36p31)	 Acute myeloid leukemia, NOS
1	p	36	dup(1)(p36p32)	 Acute myeloid leukemia, NOS
1	p	32	dup(1)(p36p32)	 Acute myeloid leukemia, NOS
1	q	11	dup(1)(q11q21)	 Chronic myeloid leukemia, t(9;22)
1	q	21	dup(1)(q11q21)	 Chronic myeloid leukemia, t(9;22)
1	q	11	dup(1)(q11q25)	 Multiple myeloma
1	q	25	dup(1)(q11q25)	 Multiple myeloma
1	q	11	dup(1)(q11q32)	 Multiple myeloma
1	q	32	dup(1)(q11q32)	 Multiple myeloma
1	q	11	dup(1)(q11q44)	 Acute myeloid leukemia, NOS
1	q	44	dup(1)(q11q44)	 Acute myeloid leukemia, NOS
1	q	11	dup(1)(q11q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	44	dup(1)(q11q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	11	dup(1)(q11q44)	 Multiple myeloma
1	q	44	dup(1)(q11q44)	 Multiple myeloma
1	q	11	dup(1)(q11q44)	 Diffuse large B-cell lymphoma
1	q	44	dup(1)(q11q44)	 Diffuse large B-cell lymphoma
1	q	11	dup(1)(q11q44)	 Burkitt lymphoma/leukemia
1	q	44	dup(1)(q11q44)	 Burkitt lymphoma/leukemia
1	q	12	dup(1)(q12q23)	 Follicular lymphoma
1	q	23	dup(1)(q12q23)	 Follicular lymphoma
1	q	12	dup(1)(q12q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	25	dup(1)(q12q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	12	dup(1)(q12q25)	 Multiple myeloma
1	q	25	dup(1)(q12q25)	 Multiple myeloma
1	q	12	dup(1)(q12q25)	 Mature B-cell neoplasm, NOS
1	q	25	dup(1)(q12q25)	 Mature B-cell neoplasm, NOS
1	q	12	dup(1)(q12q25)	 Follicular lymphoma
1	q	25	dup(1)(q12q25)	 Follicular lymphoma
1	q	12	dup(1)(q12q25)	 Burkitt lymphoma/leukemia
1	q	25	dup(1)(q12q25)	 Burkitt lymphoma/leukemia
1	q	12	dup(1)(q12q31)	 Multiple myeloma
1	q	31	dup(1)(q12q31)	 Multiple myeloma
1	q	12	dup(1)(q12q31)	 Chronic lymphocytic leukemia
1	q	31	dup(1)(q12q31)	 Chronic lymphocytic leukemia
1	q	12	dup(1)(q12q31)	 Follicular lymphoma
1	q	31	dup(1)(q12q31)	 Follicular lymphoma
1	q	12	dup(1)(q12q31)	 Burkitt lymphoma/leukemia
1	q	31	dup(1)(q12q31)	 Burkitt lymphoma/leukemia
1	q	12	dup(1)(q12q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	32	dup(1)(q12q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	12	dup(1)(q12q32)	 Mature B-cell neoplasm, NOS
1	q	32	dup(1)(q12q32)	 Mature B-cell neoplasm, NOS
1	q	12	dup(1)(q12q32)	 Follicular lymphoma
1	q	32	dup(1)(q12q32)	 Follicular lymphoma
1	q	12	dup(1)(q12q32)	 Diffuse large B-cell lymphoma
1	q	32	dup(1)(q12q32)	 Diffuse large B-cell lymphoma
1	q	12	dup(1)(q12q32)	 Burkitt lymphoma/leukemia
1	q	32	dup(1)(q12q32)	 Burkitt lymphoma/leukemia
1	q	12	dup(1)(q12q32)	 Peripheral T-cell lymphoma, unspecified
1	q	32	dup(1)(q12q32)	 Peripheral T-cell lymphoma, unspecified
1	q	12	dup(1)(q12q41)	 Multiple myeloma
1	q	41	dup(1)(q12q41)	 Multiple myeloma
1	q	12	dup(1)(q12q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	42	dup(1)(q12q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	12	dup(1)(q12q42)	 Multiple myeloma
1	q	42	dup(1)(q12q42)	 Multiple myeloma
1	q	12	dup(1)(q12q42)	 Diffuse large B-cell lymphoma
1	q	42	dup(1)(q12q42)	 Diffuse large B-cell lymphoma
1	q	12	dup(1)(q12q43)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	43	dup(1)(q12q43)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	12	dup(1)(q12q43)	 Multiple myeloma
1	q	43	dup(1)(q12q43)	 Multiple myeloma
1	q	12	dup(1)(q12q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	44	dup(1)(q12q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	12	dup(1)(q12q44)	 Multiple myeloma
1	q	44	dup(1)(q12q44)	 Multiple myeloma
1	q	12	dup(1)(q12q44)	 Chronic lymphocytic leukemia
1	q	44	dup(1)(q12q44)	 Chronic lymphocytic leukemia
1	q	12	dup(1)(q12q44)	 Burkitt lymphoma/leukemia
1	q	44	dup(1)(q12q44)	 Burkitt lymphoma/leukemia
1	q	21	dup(1)(q21q21)	 Follicular lymphoma
1	q	21	dup(1)(q21q21)	 Follicular lymphoma
1	q	21	dup(1)(q21q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	22	dup(1)(q21q22)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	21	dup(1)(q21q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	23	dup(1)(q21q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	21	dup(1)(q21q23)	 Mature B-cell neoplasm, NOS
1	q	23	dup(1)(q21q23)	 Mature B-cell neoplasm, NOS
1	q	21	dup(1)(q21q23)	 Follicular lymphoma
1	q	23	dup(1)(q21q23)	 Follicular lymphoma
1	q	21	dup(1)(q21q24)	 Burkitt lymphoma/leukemia
1	q	24	dup(1)(q21q24)	 Burkitt lymphoma/leukemia
1	q	21	dup(1)(q21q25)	 Follicular lymphoma
1	q	25	dup(1)(q21q25)	 Follicular lymphoma
1	q	21	dup(1)(q21q25)	 Diffuse large B-cell lymphoma
1	q	25	dup(1)(q21q25)	 Diffuse large B-cell lymphoma
1	q	21	dup(1)(q21q25)	 Burkitt lymphoma/leukemia
1	q	25	dup(1)(q21q25)	 Burkitt lymphoma/leukemia
1	q	21	dup(1)(q21q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	31	dup(1)(q21q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	21	dup(1)(q21q31)	 Multiple myeloma
1	q	31	dup(1)(q21q31)	 Multiple myeloma
1	q	21	dup(1)(q21q31)	 Chronic lymphocytic leukemia
1	q	31	dup(1)(q21q31)	 Chronic lymphocytic leukemia
1	q	21	dup(1)(q21q31)	 Follicular lymphoma
1	q	31	dup(1)(q21q31)	 Follicular lymphoma
1	q	21	dup(1)(q21q31)	 Diffuse large B-cell lymphoma
1	q	31	dup(1)(q21q31)	 Diffuse large B-cell lymphoma
1	q	21	dup(1)(q21q31)	 Burkitt lymphoma/leukemia
1	q	31	dup(1)(q21q31)	 Burkitt lymphoma/leukemia
1	q	21	dup(1)(q21q32)	 Bilineage or biphenotypic leukemia
1	q	32	dup(1)(q21q32)	 Bilineage or biphenotypic leukemia
1	q	21	dup(1)(q21q32)	 Acute myeloid leukemia, NOS
1	q	32	dup(1)(q21q32)	 Acute myeloid leukemia, NOS
1	q	21	dup(1)(q21q32)	 Acute myeloblastic leukemia with maturation (FAB type M2)
1	q	32	dup(1)(q21q32)	 Acute myeloblastic leukemia with maturation (FAB type M2)
1	q	21	dup(1)(q21q32)	 Idiopathic myelofibrosis
1	q	32	dup(1)(q21q32)	 Idiopathic myelofibrosis
1	q	21	dup(1)(q21q32)	 Myelodysplastic syndrome, NOS
1	q	32	dup(1)(q21q32)	 Myelodysplastic syndrome, NOS
1	q	21	dup(1)(q21q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	32	dup(1)(q21q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	21	dup(1)(q21q32)	 Multiple myeloma
1	q	32	dup(1)(q21q32)	 Multiple myeloma
1	q	21	dup(1)(q21q32)	 Plasma cell leukemia
1	q	32	dup(1)(q21q32)	 Plasma cell leukemia
1	q	21	dup(1)(q21q32)	 Mature B-cell neoplasm, NOS
1	q	32	dup(1)(q21q32)	 Mature B-cell neoplasm, NOS
1	q	21	dup(1)(q21q32)	 Follicular lymphoma
1	q	32	dup(1)(q21q32)	 Follicular lymphoma
1	q	21	dup(1)(q21q32)	 Diffuse large B-cell lymphoma
1	q	32	dup(1)(q21q32)	 Diffuse large B-cell lymphoma
1	q	21	dup(1)(q21q32)	 Burkitt lymphoma/leukemia
1	q	32	dup(1)(q21q32)	 Burkitt lymphoma/leukemia
1	q	21	dup(1)(q21q32)	 Adult T-cell lymphoma/leukemia (HTLV-)
1	q	32	dup(1)(q21q32)	 Adult T-cell lymphoma/leukemia (HTLV-)
1	q	21	dup(1)(q21q32)	 Adenocarcinoma
1	q	32	dup(1)(q21q32)	 Adenocarcinoma
1	q	21	dup(1)(q21q41)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	41	dup(1)(q21q41)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	21	dup(1)(q21q41)	 Burkitt lymphoma/leukemia
1	q	41	dup(1)(q21q41)	 Burkitt lymphoma/leukemia
1	q	21	dup(1)(q21q42)	 Acute myeloid leukemia, NOS
1	q	42	dup(1)(q21q42)	 Acute myeloid leukemia, NOS
1	q	21	dup(1)(q21q42)	 Polycythemia vera
1	q	42	dup(1)(q21q42)	 Polycythemia vera
1	q	21	dup(1)(q21q42)	 Idiopathic myelofibrosis
1	q	42	dup(1)(q21q42)	 Idiopathic myelofibrosis
1	q	21	dup(1)(q21q42)	 Myelodysplastic syndrome, NOS
1	q	42	dup(1)(q21q42)	 Myelodysplastic syndrome, NOS
1	q	21	dup(1)(q21q42)	 Refractory anemia
1	q	42	dup(1)(q21q42)	 Refractory anemia
1	q	21	dup(1)(q21q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	42	dup(1)(q21q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	21	dup(1)(q21q42)	 Follicular lymphoma
1	q	42	dup(1)(q21q42)	 Follicular lymphoma
1	q	21	dup(1)(q21q42)	 Burkitt lymphoma/leukemia
1	q	42	dup(1)(q21q42)	 Burkitt lymphoma/leukemia
1	q	21	dup(1)(q21q42)	 Adult T-cell lymphoma/leukemia (HTLV-)
1	q	42	dup(1)(q21q42)	 Adult T-cell lymphoma/leukemia (HTLV-)
1	q	21	dup(1)(q21q44)	 Acute myeloid leukemia, NOS
1	q	44	dup(1)(q21q44)	 Acute myeloid leukemia, NOS
1	q	21	dup(1)(q21q44)	 Chronic myeloid leukemia, t(9;22)
1	q	44	dup(1)(q21q44)	 Chronic myeloid leukemia, t(9;22)
1	q	21	dup(1)(q21q44)	 Polycythemia vera
1	q	44	dup(1)(q21q44)	 Polycythemia vera
1	q	21	dup(1)(q21q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	44	dup(1)(q21q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	21	dup(1)(q21q44)	 Multiple myeloma
1	q	44	dup(1)(q21q44)	 Multiple myeloma
1	q	21	dup(1)(q21q44)	 Mature B-cell neoplasm, NOS
1	q	44	dup(1)(q21q44)	 Mature B-cell neoplasm, NOS
1	q	21	dup(1)(q21q44)	 Follicular lymphoma
1	q	44	dup(1)(q21q44)	 Follicular lymphoma
1	q	21	dup(1)(q21q44)	 Diffuse large B-cell lymphoma
1	q	44	dup(1)(q21q44)	 Diffuse large B-cell lymphoma
1	q	21	dup(1)(q21q44)	 Burkitt lymphoma/leukemia
1	q	44	dup(1)(q21q44)	 Burkitt lymphoma/leukemia
1	q	21	dup(1)(q21q44)	 Anaplastic large cell lymphoma, systemic type
1	q	44	dup(1)(q21q44)	 Anaplastic large cell lymphoma, systemic type
1	q	21	dup(1)(q21q44)	 Adenocarcinoma
1	q	44	dup(1)(q21q44)	 Adenocarcinoma
1	q	22	dup(1)(q22q31)	 Burkitt lymphoma/leukemia
1	q	31	dup(1)(q22q31)	 Burkitt lymphoma/leukemia
1	q	22	dup(1)(q22q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	42	dup(1)(q22q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	22	dup(1)(q22q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	44	dup(1)(q22q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	22	dup(1)(q22q44)	 Diffuse large B-cell lymphoma
1	q	44	dup(1)(q22q44)	 Diffuse large B-cell lymphoma
1	q	23	dup(1)(q23q31)	 Diffuse large B-cell lymphoma
1	q	31	dup(1)(q23q31)	 Diffuse large B-cell lymphoma
1	q	23	dup(1)(q23q32)	 Chronic myeloid leukemia, t(9;22)
1	q	32	dup(1)(q23q32)	 Chronic myeloid leukemia, t(9;22)
1	q	23	dup(1)(q23q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	32	dup(1)(q23q32)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	23	dup(1)(q23q32)	 Mature B-cell neoplasm, NOS
1	q	32	dup(1)(q23q32)	 Mature B-cell neoplasm, NOS
1	q	23	dup(1)(q23q32)	 Diffuse large B-cell lymphoma
1	q	32	dup(1)(q23q32)	 Diffuse large B-cell lymphoma
1	q	23	dup(1)(q23q32)	 Burkitt lymphoma/leukemia
1	q	32	dup(1)(q23q32)	 Burkitt lymphoma/leukemia
1	q	23	dup(1)(q23q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	42	dup(1)(q23q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	23	dup(1)(q23q42)	 Follicular lymphoma
1	q	42	dup(1)(q23q42)	 Follicular lymphoma
1	q	23	dup(1)(q23q42)	 Oncocytoma
1	q	42	dup(1)(q23q42)	 Oncocytoma
1	q	23	dup(1)(q23q44)	 Acute myeloid leukemia, NOS
1	q	44	dup(1)(q23q44)	 Acute myeloid leukemia, NOS
1	q	23	dup(1)(q23q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	44	dup(1)(q23q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	23	dup(1)(q23q44)	 Multiple myeloma
1	q	44	dup(1)(q23q44)	 Multiple myeloma
1	q	23	dup(1)(q23q44)	 Burkitt lymphoma/leukemia
1	q	44	dup(1)(q23q44)	 Burkitt lymphoma/leukemia
1	q	24	dup(1)(q24q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	31	dup(1)(q24q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	24	dup(1)(q24q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	42	dup(1)(q24q42)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	25	dup(1)(q25q32)	 Follicular lymphoma
1	q	32	dup(1)(q25q32)	 Follicular lymphoma
1	q	25	dup(1)(q25q32)	 Burkitt lymphoma/leukemia
1	q	32	dup(1)(q25q32)	 Burkitt lymphoma/leukemia
1	q	25	dup(1)(q25q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	44	dup(1)(q25q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	25	dup(1)(q25q44)	 Mature B-cell neoplasm, NOS
1	q	44	dup(1)(q25q44)	 Mature B-cell neoplasm, NOS
1	q	25	dup(1)(q25q44)	 Chronic lymphocytic leukemia
1	q	44	dup(1)(q25q44)	 Chronic lymphocytic leukemia
1	q	25	dup(1)(q25q44)	 Mantle cell lymphoma
1	q	44	dup(1)(q25q44)	 Mantle cell lymphoma
1	q	25	dup(1)(q25q44)	 Follicular lymphoma
1	q	44	dup(1)(q25q44)	 Follicular lymphoma
1	q	25	dup(1)(q25q44)	 Diffuse large B-cell lymphoma
1	q	44	dup(1)(q25q44)	 Diffuse large B-cell lymphoma
1	q	25	dup(1)(q25q44)	 Peripheral T-cell lymphoma, unspecified
1	q	44	dup(1)(q25q44)	 Peripheral T-cell lymphoma, unspecified
1	q	31	dup(1)(q31q21)	 Chronic myeloid leukemia, t(9;22)
1	q	21	dup(1)(q31q21)	 Chronic myeloid leukemia, t(9;22)
1	q	31	dup(1)(q31q21)	 Burkitt lymphoma/leukemia
1	q	21	dup(1)(q31q21)	 Burkitt lymphoma/leukemia
1	q	31	dup(1)(q31q41)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	41	dup(1)(q31q41)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	31	dup(1)(q31q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	44	dup(1)(q31q44)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	31	dup(1)(q31q44)	 Burkitt lymphoma/leukemia
1	q	44	dup(1)(q31q44)	 Burkitt lymphoma/leukemia
1	q	32	dup(1)(q32q21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	21	dup(1)(q32q21)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
1	q	32	dup(1)(q32q44)	 Acute megakaryoblastic leukemia (FAB type M7)
1	q	44	dup(1)(q32q44)	 Acute megakaryoblastic leukemia (FAB type M7)
1	q	41	dup(1)(q41q42)	 Diffuse large B-cell lymphoma
1	q	42	dup(1)(q41q42)	 Diffuse large B-cell lymphoma
1	q	41	dup(1)(q41q44)	 Diffuse large B-cell lymphoma
1	q	44	dup(1)(q41q44)	 Diffuse large B-cell lymphoma
2	p	14	dup(2)(p14p11)	 Adult T-cell lymphoma/leukemia (HTLV-)
2	p	11	dup(2)(p14p11)	 Adult T-cell lymphoma/leukemia (HTLV-)
2	p	21	dup(2)(p21p13)	 Diffuse large B-cell lymphoma
2	p	13	dup(2)(p21p13)	 Diffuse large B-cell lymphoma
2	p	21	dup(2)(p21p16)	 Diffuse large B-cell lymphoma
2	p	16	dup(2)(p21p16)	 Diffuse large B-cell lymphoma
2	p	25	dup(2)(p25p11)	 Diffuse large B-cell lymphoma
2	p	11	dup(2)(p25p11)	 Diffuse large B-cell lymphoma
2	q	11	dup(2)(q11q37)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
2	q	37	dup(2)(q11q37)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
2	q	31	dup(2)(q31q33)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
2	q	33	dup(2)(q31q33)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
2	q	31	dup(2)(q31q37)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
2	q	37	dup(2)(q31q37)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
2	q	35	dup(2)(q35q31)	 Acute monoblastic leukemia (FAB type M5)
2	q	31	dup(2)(q35q31)	 Acute monoblastic leukemia (FAB type M5)
3	q	11	dup(3)(q11q29)	 Mantle cell lymphoma
3	q	29	dup(3)(q11q29)	 Mantle cell lymphoma
3	q	21	dup(3)(q21q26)	 Diffuse large B-cell lymphoma
3	q	26	dup(3)(q21q26)	 Diffuse large B-cell lymphoma
3	q	21	dup(3)(q21q27)	 Diffuse large B-cell lymphoma
3	q	27	dup(3)(q21q27)	 Diffuse large B-cell lymphoma
3	q	21	dup(3)(q21q29)	 Acute megakaryoblastic leukemia (FAB type M7)
3	q	29	dup(3)(q21q29)	 Acute megakaryoblastic leukemia (FAB type M7)
3	q	22	dup(3)(q22q29)	 Acute myeloid leukemia, NOS
3	q	29	dup(3)(q22q29)	 Acute myeloid leukemia, NOS
3	q	25	dup(3)(q25q27)	 Acute myeloid leukemia, NOS
3	q	27	dup(3)(q25q27)	 Acute myeloid leukemia, NOS
4	p	16	dup(4)(p16p15)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
4	p	15	dup(4)(p16p15)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
4	q	21	dup(4)(q21q31)	 Adult T-cell lymphoma/leukemia (HTLV-)
4	q	31	dup(4)(q21q31)	 Adult T-cell lymphoma/leukemia (HTLV-)
4	q	24	dup(4)(q24q28)	 Hodgkin disease, nodular sclerosis
4	q	28	dup(4)(q24q28)	 Hodgkin disease, nodular sclerosis
4	q	28	dup(4)(q28q35)	 Multiple myeloma
4	q	35	dup(4)(q28q35)	 Multiple myeloma
4	q	31	dup(4)(q31q35)	 Acute myeloid leukemia, NOS
4	q	35	dup(4)(q31q35)	 Acute myeloid leukemia, NOS
5	q	13	dup(5)(q13q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
5	q	31	dup(5)(q13q31)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
5	q	14	dup(5)(q14q33)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
5	q	33	dup(5)(q14q33)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	22	dup(7)(p22p15)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	15	dup(7)(p22p15)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	p	22	dup(7)(p22p15)	 Adenocarcinoma
7	p	15	dup(7)(p22p15)	 Adenocarcinoma
7	q	11	dup(7)(q11q22)	 Adult T-cell lymphoma/leukemia (HTLV-)
7	q	22	dup(7)(q11q22)	 Adult T-cell lymphoma/leukemia (HTLV-)
7	q	11	dup(7)(q11q32)	 Follicular lymphoma
7	q	32	dup(7)(q11q32)	 Follicular lymphoma
7	q	11	dup(7)(q11q32)	 Diffuse large B-cell lymphoma
7	q	32	dup(7)(q11q32)	 Diffuse large B-cell lymphoma
7	q	11	dup(7)(q11q35)	 Angioimmunoblastic T-cell lymphoma
7	q	35	dup(7)(q11q35)	 Angioimmunoblastic T-cell lymphoma
7	q	21	dup(7)(q21q31)	 Angioimmunoblastic T-cell lymphoma
7	q	31	dup(7)(q21q31)	 Angioimmunoblastic T-cell lymphoma
7	q	22	dup(7)(q22q32)	 Diffuse large B-cell lymphoma
7	q	32	dup(7)(q22q32)	 Diffuse large B-cell lymphoma
7	q	22	dup(7)(q22q32)	 Adenocarcinoma
7	q	32	dup(7)(q22q32)	 Adenocarcinoma
7	q	22	dup(7)(q22q36)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
7	q	36	dup(7)(q22q36)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	11	dup(8)(q11q24)	 Adult T-cell lymphoma/leukemia (HTLV-)
8	q	24	dup(8)(q11q24)	 Adult T-cell lymphoma/leukemia (HTLV-)
8	q	22	dup(8)(q22q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	24	dup(8)(q22q24)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
8	q	23	dup(8)(q23q24)	 Mantle cell lymphoma
8	q	24	dup(8)(q23q24)	 Mantle cell lymphoma
9	p	21	dup(9)(p21p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	p	13	dup(9)(p21p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	p	24	dup(9)(p24p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	p	13	dup(9)(p24p13)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
9	q	12	dup(9)(q12q34)	 Multiple myeloma
9	q	34	dup(9)(q12q34)	 Multiple myeloma
10	p	15	dup(10)(p15p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	p	11	dup(10)(p15p11)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	11	dup(10)(q11q26)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	26	dup(10)(q11q26)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
10	q	22	dup(10)(q22q25)	 Follicular lymphoma
10	q	25	dup(10)(q22q25)	 Follicular lymphoma
11	q	11	dup(11)(q11q25)	 Adenocarcinoma
11	q	25	dup(11)(q11q25)	 Adenocarcinoma
11	q	12	dup(11)(q12q13)	 Acute myeloid leukemia, NOS
11	q	13	dup(11)(q12q13)	 Acute myeloid leukemia, NOS
11	q	13	dup(11)(q13q13)	 Diffuse large B-cell lymphoma
11	q	13	dup(11)(q13q13)	 Diffuse large B-cell lymphoma
11	q	13	dup(11)(q13q23)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	q	23	dup(11)(q13q23)	 Acute myeloblastic leukemia without maturation (FAB type M1)
11	q	13	dup(11)(q13q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	23	dup(11)(q13q23)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	13	dup(11)(q13q23)	 Mature B-cell neoplasm, NOS
11	q	23	dup(11)(q13q23)	 Mature B-cell neoplasm, NOS
11	q	13	dup(11)(q13q23)	 Mantle cell lymphoma
11	q	23	dup(11)(q13q23)	 Mantle cell lymphoma
11	q	13	dup(11)(q13q23)	 Diffuse large B-cell lymphoma
11	q	23	dup(11)(q13q23)	 Diffuse large B-cell lymphoma
11	q	13	dup(11)(q13q23)	 Burkitt lymphoma/leukemia
11	q	23	dup(11)(q13q23)	 Burkitt lymphoma/leukemia
11	q	13	dup(11)(q13q23)	 Adult T-cell lymphoma/leukemia (HTLV-)
11	q	23	dup(11)(q13q23)	 Adult T-cell lymphoma/leukemia (HTLV-)
11	q	13	dup(11)(q13q23)	 Adenocarcinoma
11	q	23	dup(11)(q13q23)	 Adenocarcinoma
11	q	13	dup(11)(q13q25)	 Acute myeloid leukemia, NOS
11	q	25	dup(11)(q13q25)	 Acute myeloid leukemia, NOS
11	q	13	dup(11)(q13q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	25	dup(11)(q13q25)	 Acute lymphoblastic leukemia/lymphoblastic lymphoma
11	q	13	dup(11)(q13q25)	 Mature B-cell neoplasm, NOS
